"","C.AA.us","C.AAPL.us","C.AIG.us","C.AXP.us","C.BA.us","C.C.us","C.CAT.us","C.DD.us","C.DIS.us","C.GE.us","C.GM.us","C.HD.us","C.HON.us","C.HPQ.us","C.IBM.us","C.INTC.us","C.JNJ.us","C.JPM.us","C.KO.us","C.MCD.us","C.MMM.us","C.MO.us","C.MRK.us","C.MSFT.us","C.PFE.us","C.PG.us","C.UTX.us","C.VZ.us","C.WMT.us","C.XOM.us","C.^DJI"
"2010-10-26",12.87,308.05,42.03,40.1,71.3,4.18,78.65,47.22,35.96,16.16,NA,31.29,47.28,42.95,140.67,20.04,63.84,37.2,61.24,78.76,90.47,25.2,37.07,25.9,17.49,62.86,74.67,32.5,54.56,66.53,11169.5
"2010-10-27",12.7,307.83,41.82,40.68,70.86,4.17,78.22,46.96,35.92,16.11,NA,30.9,47.09,42.39,141.43,20.19,63.57,37.54,61.19,77.48,90.37,25.11,36.46,26.05,17.28,63.08,74.46,32.51,53.87,65.67,11126.3
"2010-10-28",12.65,305.24,41.98,41.22,71.27,4.17,77.74,47.03,36.51,16.08,NA,31.19,47.1,42.66,140.9,20.47,63.56,37.51,61.21,77.48,85.07,25.34,36.94,26.28,17.57,63.19,74.7,32.41,54.08,66.22,11114
"2010-10-29",13.14,300.98,42.01,41.46,70.64,4.17,78.6,47.28,36.13,16.02,NA,30.9,47.11,42.04,143.6,20.05,63.74,37.63,61.32,77.77,84.22,25.42,36.31,26.67,17.42,63.57,74.77,32.48,54.17,66.49,11118.5
"2010-11-01",13.05,304.18,41.92,41.56,70.48,4.15,79.27,46.9,36.03,15.95,NA,30.71,46.8,42.49,143.32,20.57,63.69,37.42,61.71,77.88,83.98,25.37,36.25,26.95,17.62,63.62,74.64,32.4,54.31,66.95,11124.6
"2010-11-02",13.24,309.36,42.12,42.39,69.78,4.17,79.75,47.42,36.11,15.94,NA,31.51,47.24,42.91,143.84,20.34,63.88,36.96,61.86,78.4,84.8,25.57,36.61,27.39,17.45,64.02,75.25,32.8,54.79,67.84,11188.7
"2010-11-03",13.14,312.8,43.57,42.07,68.94,4.19,79.88,47.06,36.29,16.06,NA,31.46,47.44,43.81,144.17,20.48,64.19,37.72,61.95,78.5,85.3,25.76,36.51,27.03,17.59,64.31,75.05,32.99,54.91,67.97,11215.1
"2010-11-04",13.6,318.27,44.74,43.73,70.85,4.33,83.18,48.36,37.03,16.51,NA,31.94,49.01,44.07,146.79,20.97,64.76,39.8,62.45,79.18,87.04,26.15,36.65,27.14,17.38,65,76.24,33.52,55.36,69.38,11434.8
"2010-11-05",14,317.13,45.61,44.07,71.27,4.49,83.54,48.18,37.2,16.73,NA,31.92,49.28,43.72,146.92,21.24,64.65,40.94,62.58,79.3,86.34,26.11,35.7,26.85,17.18,65,76.75,33.43,55.2,70,11444.1
"2010-11-08",13.96,318.62,44.63,43.9,70.21,4.44,83.12,48.37,37.06,16.71,NA,31.49,49.11,44.25,146.46,21.23,64.33,40.51,62.46,79.31,85.86,25.87,35.62,26.81,17.05,64.75,76.63,33.17,54.91,70.32,11406.8
"2010-11-09",13.75,316.08,42.86,43.36,69.25,4.3,81.91,47.61,36.86,16.62,NA,31.47,49.02,44.12,146.14,21.16,64.31,39.9,62.64,79.1,85.3,25.58,35.05,26.95,16.99,64.81,76.69,33.01,55.05,70.63,11346.8
"2010-11-10",13.88,318.03,42.99,43.56,67.07,4.42,82.46,47.19,36.99,16.55,NA,31.68,48.83,44.16,146.55,21.04,63.95,40.62,62.55,79.5,86.25,25.21,34.96,26.94,16.83,64.57,76.15,32.85,54.51,71.13,11357
"2010-11-11",13.81,316.65,42.51,43.35,65.37,4.36,82.44,47.19,35.93,16.35,NA,31.7,48.31,43.1,145.43,21.21,63.92,40.02,62.8,79.7,86.5,25.23,35.21,26.68,16.98,64.36,75.39,32.63,54.34,71.83,11283.1
"2010-11-12",13.49,308.03,41.81,42.7,63.09,4.29,81.04,46.52,37.75,16.25,NA,31.44,47.52,42.21,143.74,21.53,63.67,39.61,62.92,78.85,86.24,24.85,34.71,26.27,16.85,64.33,74.88,32.56,54.13,70.99,11192.6
"2010-11-15",13.4,307.04,42.42,42.7,63.61,4.32,81.82,46.31,37.25,16.2,NA,31.39,47.59,42.54,143.64,21.3,64.14,40.08,62.96,79.07,86.2,24.69,34.54,26.2,16.75,64.29,75.31,32.77,53.95,70.48,11202
"2010-11-16",13.03,301.59,41.71,41.93,62.78,4.22,80.37,45.68,36.92,15.86,NA,31.71,48.44,41.8,142.24,21.07,63.14,39.61,62.08,77.42,84.24,24.38,34.1,25.81,16.6,63.45,74.16,32.19,54.26,68.94,11023.5
"2010-11-17",12.94,300.5,41.78,41.41,62.5,4.19,81.17,45.66,37.22,15.81,NA,30.83,48.82,40.97,141.95,21.08,63.06,39.18,62.52,78.37,83.95,24.46,34.47,25.57,16.48,63.27,73.64,32.34,53.77,69.01,11007.9
"2010-11-18",13.38,308.43,42.56,42.25,64.61,4.3,83.11,46.53,37.58,16.04,34.19,30.87,49.74,41.69,144.36,21.02,63.83,39.66,63.84,79.02,85.55,24.75,35.29,25.84,16.83,64.02,75.03,32.65,53.98,70.31,11181.2
"2010-11-19",13.38,306.73,42.73,42.75,63.59,4.27,83.97,47.1,37.01,16.22,34.26,31.22,49.78,42.49,145.05,21.14,63.83,39.41,64.32,79.64,85.01,24.74,35.33,25.69,16.8,64.05,75.31,32.59,54.39,70.54,11203.5
"2010-11-22",13.29,313.36,42.14,42.22,64.03,4.18,84,46.8,36.95,16.03,34.08,31.09,49.65,43.25,145.39,21.25,63.62,38.51,64.27,79.52,84.9,24.48,35.59,25.73,16.63,63.56,75.11,32.5,54.38,70.19,11178.6
"2010-11-23",13.13,308.73,40.85,41.95,63.6,4.1,82.63,46.05,36.12,15.76,33.25,30.91,49.6,44.19,143.18,21.09,62.87,37.63,63.62,79.01,83.59,24.54,34.81,25.12,16.57,62.61,74.18,32.39,53.67,68.98,11036.4
"2010-11-24",13.31,314.8,41.76,43,65.41,4.17,84.69,47.06,36.87,15.94,33.48,31.16,50.41,43.74,145.81,21.39,63.29,38.16,64.61,79.48,84.66,24.57,35.15,25.37,16.69,62.6,76.09,32.35,54.01,69.88,11187.3
"2010-11-26",13.17,315,41.25,42.27,64.8,4.11,84.13,46.31,36.7,15.8,33.8,31,50.13,43.2,143.9,21.34,62.3,37.5,64.11,78.54,84.4,24.36,34.79,25.25,16.49,62.13,75.28,32.21,53.74,69.23,11092
"2010-11-29",13.29,316.87,41.53,43.33,64.36,4.15,83.67,46.92,36.42,15.97,33.8,30.69,49.93,42.6,142.89,21.33,61.91,37.91,63.39,78.26,84.22,24.43,34.69,25.31,16.56,62.13,74.8,31.9,53.85,69.45,11052.5
"2010-11-30",13.13,311.15,41.29,43.22,63.77,4.2,84.6,46.99,36.51,15.83,34.2,30.21,49.71,41.93,141.46,21.16,61.55,37.4,63.17,78.3,83.98,24,34.47,25.26,16.3,61.07,75.27,32.01,54.09,69.56,11006
"2010-12-01",13.57,316.4,42.28,44.3,65.72,4.3,87.45,48.35,37.12,16.3,34.78,31.61,50.88,42.57,144.41,21.48,62.42,38.15,64.7,79.29,86.05,24.17,35.06,26.04,16.7,62.15,78.26,32.35,54.7,71.33,11255.8
"2010-12-02",14.09,318.15,42.88,44.98,66.59,4.42,88.62,48.63,37.34,16.68,34.68,33.36,51.19,43.11,145.18,21.7,62.6,39.31,64.9,79.38,86.51,23.8,35.22,26.89,16.69,62.36,78.7,32.74,54.75,71.48,11362.4
"2010-12-03",14.23,317.44,43.76,44.88,66.54,4.45,89.38,49.24,37.59,16.78,34.55,33.48,51.45,43.03,145.38,21.69,62.56,39.61,64.5,79.76,86.94,23.81,35.3,27.02,16.72,62.33,78.74,32.9,54.62,71.19,11382.1
"2010-12-06",14.24,320.15,43.6,45,66.59,4.45,89.2,48.93,37.56,16.7,34.48,33.34,51.17,42.85,144.99,21.7,62.2,39.9,63.99,79.58,86.88,24.05,35.25,26.84,16.81,62.06,78.41,32.89,54.49,71.31,11362.2
"2010-12-07",14.15,318.21,43.95,44.78,66.23,4.62,90.35,48.96,37.33,17.03,34.68,33.55,51.43,42.19,144.02,21.58,62.31,39.25,64.14,80.34,84.19,24.05,35.37,26.87,16.77,62.15,78.54,32.95,55.09,71.46,11359.2
"2010-12-08",14.14,321.01,42.22,45.63,65.18,4.64,89.62,48.88,36.97,17.04,34.45,34.03,51.37,42.66,144.98,21.82,62.45,40.26,64.39,78.74,84.68,24.4,35.4,27.23,16.72,62.63,77.69,32.98,54.49,71.85,11372.5
"2010-12-09",14.15,319.76,47.78,45.81,64.61,4.69,89.67,48.32,36.74,17.13,33.74,34.32,51.34,42.54,144.3,21.81,62.06,40.81,64.83,77.61,84.11,24.59,35.67,27.08,16.76,62.87,77.63,33.56,54.34,72,11370.1
"2010-12-10",14.25,320.56,48.95,46.26,64.16,4.77,89.94,48.62,36.66,17.72,33.81,34.4,51.98,42.62,144.82,21.91,61.91,41.43,64.65,77.56,84.32,24.85,35.99,27.34,17.02,63.2,78.4,34.04,54.28,72.18,11410.3
"2010-12-13",14.36,321.67,48.52,46.37,63.79,4.81,91.63,48.56,37.13,17.62,33.8,34.56,52,41.65,144.28,21.5,61.86,41.51,64.85,77.11,85.3,24.74,36.1,27.25,17.19,63.19,78.15,34.11,54.21,72.36,11428.6
"2010-12-14",14.2,320.29,51.77,46.2,64.49,4.69,92.09,49.13,37.24,17.69,33.89,34.72,52.53,41.54,145.82,21.47,62.77,40.79,63.9,77.11,85.84,24.79,36.55,27.62,17.11,63.55,78.85,34.67,54.45,72.18,11476.5
"2010-12-15",13.96,320.36,51.19,46.12,64.24,4.59,93.12,49.24,36.95,17.49,33.61,34.79,51.54,41.23,144.72,21.28,62.57,40.21,64.74,76.98,85.81,24.75,36.66,27.85,17.08,63.64,78.95,34.63,54.23,71.85,11457.5
"2010-12-16",14.46,321.25,52.1,44.57,64.4,4.59,93.2,49.45,37.01,17.77,33.61,35.12,53.41,41.95,144.55,21.3,62.4,40.01,65.34,76.71,86.4,24.96,36.84,27.99,17.22,64.5,79.02,34.76,54.63,72.22,11499.2
"2010-12-17",14.56,320.61,52.56,44.01,65.03,4.7,92.59,49.86,37.05,17.7,34,35.1,52.99,41.96,145,21.46,62.54,39.67,65.7,76.81,86.37,24.99,36.48,27.9,17.03,64.81,78.8,34.64,54.41,72.17,11491.9
"2010-12-20",14.77,322.21,53.42,42.5,63.27,4.71,93.3,49.72,37.06,17.7,33.76,35.2,52.91,41.89,144.51,21.23,62.49,39.95,65.31,76.92,87.34,25.17,36.5,27.81,17.17,64.97,78.9,34.74,53.77,72.22,11478.1
"2010-12-21",14.89,324.2,55.18,43.23,64.19,4.74,94.63,49.97,37.33,17.9,33.85,35.08,53.53,41.91,145.74,21.1,62.34,41,65.49,76.86,86.53,25.25,36.18,28.07,17.38,64.87,79.35,34.94,53.65,72.72,11533.2
"2010-12-22",15.14,325.16,55.76,42.81,64.61,4.73,94.57,49.8,37.95,18.06,34.92,35.18,53.72,41.48,145.95,20.89,62.02,42.16,65.59,77.01,86.72,25.26,36.22,28.19,17.56,64.95,79.52,35.18,53.31,72.8,11559.5
"2010-12-23",15.34,323.6,54.33,42.77,65.06,4.68,94.45,49.77,37.7,18.04,34.81,35.09,53.43,41.74,145.89,20.84,62.25,42.08,65.58,76.96,86.47,24.85,36.29,28.3,17.61,65.24,79.5,35.44,53.6,73.2,11573.5
"2010-12-27",15.23,324.68,59.38,43.05,64.75,4.77,94.07,49.63,37.48,18.19,34.6,35.24,53.39,41.82,145.34,20.84,61.93,42.67,65.07,76.43,87.01,24.7,36.23,28.07,17.49,64.67,79.27,35.5,53.57,73.01,11555
"2010-12-28",15.25,325.47,58.93,42.79,64.86,4.78,93.69,49.82,37.36,18.32,35.32,35.09,53.51,42.25,145.71,20.88,62.05,42.61,65.36,76.43,86.74,24.75,36.2,28.01,17.59,64.76,79.29,35.62,53.74,73.42,11575.5
"2010-12-29",15.13,325.29,57.27,42.86,65.05,4.77,93.78,50.02,37.6,18.27,36.02,34.89,53.3,42.32,146.52,20.94,62.13,42.36,65.45,76.99,86.76,24.71,36.21,27.97,17.6,64.4,79.1,35.58,54.08,73.37,11585.4
"2010-12-30",15.21,323.66,57.53,42.51,65.01,4.76,93.87,49.69,37.48,18.19,36.82,34.86,52.96,42.26,146.67,21.02,61.94,42.23,65.5,76.76,86.54,24.6,36.01,27.85,17.49,64.28,78.85,35.56,54.07,73.36,11569.7
"2010-12-31",15.39,322.56,57.62,42.92,65.26,4.73,93.66,49.88,37.51,18.29,36.86,35.06,53.16,42.1,146.76,21.03,61.85,42.42,65.77,76.76,86.3,24.62,36.04,27.91,17.51,64.33,78.72,35.78,53.93,73.12,11577.5
"2011-01-03",15.8,329.57,58.05,43.4,66.4,4.9,94.15,50.03,37.82,18.28,37.06,35.31,54.21,42.74,147.48,20.85,62.82,43.58,65.22,76.6,86.79,24.5,36.04,27.98,17.68,64.77,78.99,36.43,54.56,74.55,11670.8
"2011-01-04",16.52,331.29,56.78,43.95,66.94,4.9,93.71,49.89,38.99,18.61,37.9,34.67,53.48,43.63,147.64,21.15,63.35,44.16,63.87,74.31,86.67,24.39,36.35,28.09,17.99,64.95,79.12,37.16,54.77,74.9,11691.2
"2011-01-05",16.56,334,60.95,45.04,67.48,4.97,94.52,50.22,39.96,18.64,38.07,34.56,54.37,44.2,147.05,20.94,63.31,44.7,63.49,74.66,86.67,24.48,36.56,28,18.11,64.8,79.23,37.67,54.41,74.7,11722.9
"2011-01-06",16.36,333.73,60.45,44.73,68.8,4.95,93.54,49.98,39.65,18.56,38.9,34.42,54.36,44.88,148.66,20.77,63.21,44.48,63.03,74.21,86.14,24.58,37.06,28.82,18.18,64.69,79.15,36.23,53.96,75.18,11697.3
"2011-01-07",16.42,336.12,61.18,44.36,69.38,4.94,93.73,49.76,39.45,18.43,38.98,34.38,54.3,45.09,147.93,20.66,62.6,43.64,62.92,74.37,86.23,24.39,37.35,28.6,18.34,64.5,79.08,35.93,54.08,75.59,11674.8
"2011-01-10",16.49,342.45,57.39,44.46,69.09,4.91,93.39,49.03,39.5,18.51,38.56,34.39,53.9,44.86,147.64,20.69,62.16,43.4,63.06,73.56,87.15,24.24,37.2,28.22,18.26,64.36,78.46,35.92,53.73,75.13,11637.5
"2011-01-11",16.33,341.64,59.04,45.04,68.96,4.94,93.95,48.97,39.4,18.63,38.75,34.86,54,45.43,147.28,21.05,62.27,43.6,62.69,73.9,87.74,24.07,36.95,28.11,18.22,64.04,78.92,35.36,54.29,75.69,11671.9
"2011-01-12",16.24,344.42,58.4,45,70.15,5.08,93.49,49.1,39.17,18.67,38.62,34.83,54.72,45.64,149.1,21.3,62.5,44.71,63.04,73.6,88.66,24.06,37.15,28.55,18.37,64.97,79.43,35.47,54.85,76.58,11755.4
"2011-01-13",15.75,345.68,57.19,45.06,69.83,5.04,94.14,49.39,39.26,18.6,38.27,35.27,54.59,45.65,148.82,21.29,62.91,44.45,63.4,72.67,88.04,24.12,34.69,28.19,18.22,65.48,79.5,35.8,54.79,76.71,11731.9
"2011-01-14",15.97,348.48,54,46.25,70.07,5.13,94.01,49.8,39.29,18.82,38.2,35.89,55.02,46.25,150,21.08,62.55,44.91,63.13,74.06,88.1,24.16,34.23,28.3,18.34,65.53,79.08,35.46,54.81,77.84,11787.4
"2011-01-18",16.27,340.65,53.17,46.37,72.47,4.8,96.23,49.7,39.39,18.6,38.03,36.02,54.76,46.34,150.65,21.08,62.1,44.75,63.48,74.68,88.14,24.08,33.87,28.66,18.38,65.5,79.57,34.36,55.14,78.71,11837.9
"2011-01-19",16.06,338.84,51.02,45.24,71.73,4.76,95.54,48.88,39.09,18.33,37.4,35.63,54.34,46.32,155.69,21.01,62.56,43.71,63.42,75.35,87.96,23.99,33.91,28.47,18.32,65.35,79.91,34.6,55.03,78.24,11825.3
"2011-01-20",15.98,332.68,43.18,45.27,71.12,4.8,93.61,48.12,39.17,18.43,37.18,36.49,54.58,46.78,155.8,20.95,62.86,44.75,62.93,75.16,88.04,24.04,34.05,28.35,18.24,65.8,79.55,34.61,55.99,77.75,11822.8
"2011-01-21",15.79,326.72,43,46,71.68,4.89,92.75,48.35,39.74,19.74,37.24,36.51,54.49,47.23,155.5,20.82,62.66,45.29,62.77,75.01,89.29,24.09,33.9,28.02,18.36,65.91,80.2,34.95,55.73,78.98,11871.8
"2011-01-24",16.43,337.45,41.95,45.79,72.73,4.86,94.57,48.89,39.94,20.04,37.64,36.65,55.37,47.55,159.63,21.24,62.22,45.02,63.25,75.38,90.32,24.42,33.8,28.38,18.45,66.58,81.52,35.24,56.05,78.59,11980.5
"2011-01-25",16.24,341.4,41.36,44.8,72.24,4.82,94.39,49.04,39.86,19.98,38.4,37.16,55.38,47.08,161.44,21.55,61.08,44.87,62.96,75.48,88.5,24.29,33.36,28.45,18.47,66.7,81.73,35.79,57.26,78.68,11977.2
"2011-01-26",16.6,343.85,41.61,44.46,70.02,4.81,95.75,50.32,39.44,19.92,37.89,37.42,55.77,46.88,161.04,21.75,60.6,44.98,62.96,75.17,89.57,24.27,33.2,28.78,18.36,66.11,81.41,36.4,57.32,79.66,11985.4
"2011-01-27",16.47,343.21,41.97,44.54,70.56,4.83,96.63,50.27,39.46,20.28,38.67,37.98,55.92,46.74,161.07,21.75,60.68,45.1,62.7,74.35,89.19,23.92,33.25,28.87,18.48,64.18,82.59,36.49,57.57,79.88,11989.8
"2011-01-28",16.13,336.1,40.26,43.86,69.23,4.72,95.68,50.29,38.85,20.2,36.6,36.7,55.32,45.51,159.21,21.46,60.01,44.54,62.21,73.28,87.44,23.79,33.07,27.75,18.15,64.2,81.43,35.63,56.7,78.99,11823.7
"2011-01-31",16.57,339.32,40.35,43.38,69.48,4.82,97.01,50.68,38.87,20.14,36.49,36.77,56.01,45.69,162,21.46,59.77,44.94,62.85,73.67,87.92,23.51,33.17,27.73,18.22,63.13,81.3,35.62,56.07,80.68,11891.9
"2011-02-01",17.32,345.03,41.06,43.6,70.29,4.9,98.01,51.66,39.88,20.8,36.45,36.99,56.94,46.52,163.56,21.48,60.63,45.93,63.05,73.47,87.79,23.58,34,27.99,19.22,62.92,81.83,36.27,56.33,83.91,12040.2
"2011-02-02",17.21,344.32,41.17,43.72,71,4.85,99.09,51.85,40.49,20.71,35.68,36.56,57.41,46.89,163.3,21.56,60.62,45.45,62.86,73.64,87.75,23.68,33.82,27.94,18.96,62.79,82.16,36.16,55.86,83.41,12042
"2011-02-03",17.21,343.44,40.58,43.53,70.98,4.81,98.93,51.93,40.5,20.75,36.06,36.7,57.17,47.32,163.53,21.57,60.8,45.46,62.57,73.83,87.95,24.05,32.9,27.65,19.17,62.9,82.22,36.38,55.92,83.44,12062.3
"2011-02-04",17.14,346.5,40,43.82,71.38,4.82,99.59,52.53,40.71,20.56,36.59,36.8,57.12,47.43,164,21.68,60.84,44.59,62.56,74.05,88.29,24,32.89,27.77,19.3,63.61,82.52,36.31,56.03,83.28,12092.2
"2011-02-07",17.32,351.88,42.18,44.82,71.93,4.9,100.47,53.33,40.94,20.87,36.7,36.6,57.13,48.14,164.82,21.69,60.87,45.5,62.52,73.45,88.79,24.06,33,28.2,19.04,64.55,83.66,36.02,56.07,83.93,12161.6
"2011-02-08",17.4,355.2,42.37,45.88,72.71,4.89,100.61,53.71,41.18,21.28,36.89,37.16,57.39,48.14,166.05,21.64,60.94,45.74,62.87,75.36,89.47,24.13,33.27,28.28,19.16,64.64,83.88,36.34,56.38,82.98,12233.2
"2011-02-09",17.16,358.16,41.11,45.72,72.63,4.84,99.79,53.83,43.36,21.31,36.41,37.17,57.34,48.94,164.65,21.46,60.88,45.11,63.15,75.93,90.78,24.15,33.09,27.97,19.05,64.39,83.98,36.68,56.73,82.55,12239.9
"2011-02-10",17.12,354.54,41.28,46.57,72.66,4.78,100.6,54.33,43.31,21.27,35.88,37.31,57.47,48.54,164.09,21.8,60.93,45.53,63.54,75.76,90.46,24.09,33.04,27.5,19.03,64.58,84.75,36.42,55.59,83.2,12229.3
"2011-02-11",17.37,356.85,41.63,46.75,72.14,4.88,103.54,54.58,43.41,21.33,36.45,37.48,57.98,48.64,163.85,21.76,60.7,46.57,63.57,76.14,91.8,24.44,33.07,27.25,18.83,64.73,85.2,36.39,55.69,82.82,12273.3
"2011-02-14",17.59,359.18,41.3,46.52,72.26,4.91,103.26,54.52,43.24,21.5,36.29,37.58,57.6,48.31,163.22,21.57,60.7,46.54,63.14,76.24,91.9,24.49,32.82,27.23,19.05,64.54,85.21,35.9,54.8,84.91,12268.2
"2011-02-15",17.4,359.9,41.05,46.19,71.4,4.91,103,54.11,43.09,21.46,36.11,37.69,57.37,47.99,162.84,21.45,60.62,46.82,63.19,76.15,92,24.48,32.79,26.96,19.05,63.92,84.93,36.46,54.95,82.97,12226.6
"2011-02-16",17.59,363.13,41.28,46.86,72.48,4.9,103.55,54.67,43.7,21.44,36.75,37.86,57.2,48.99,163.4,21.75,60.52,47.94,63.4,76.02,92.33,24.48,32.96,27.02,19.28,63.76,85.06,36.17,54.55,83.69,12288.2
"2011-02-17",17.52,358.3,42.06,45.78,72.24,4.94,103.36,55.59,43.7,21.52,36.37,38.18,57.36,48.62,164.24,21.97,60.79,47.82,64.55,75.98,92.73,24.73,33.1,27.21,19.37,64,84.54,36.37,54.75,83.88,12318.1
"2011-02-18",17.28,350.56,41.51,45.53,73.04,4.91,105.86,55.98,43.56,21.44,36.51,38.48,57.99,48.67,164.84,22.14,61.11,48,64.55,76.13,92.96,24.79,32.85,27.06,19.19,64.3,85.01,36.62,55.38,84.5,12391.2
"2011-02-22",16.54,338.61,40.07,44.29,70.93,4.69,102.01,54.38,42.65,20.82,35.77,38.09,56.23,48.23,161.95,21.81,60.65,46.01,63.76,75.7,92,24.74,32.34,26.59,18.89,64.07,83.56,36,53.67,85.44,12212.8
"2011-02-23",16.44,342.62,40,43.44,70.23,4.7,100.02,53.71,42.13,20.37,34.59,37.3,55.64,43.59,160.18,21.15,60.39,45.96,63.91,75.19,90.26,24.71,32.09,26.59,18.76,64.15,82.79,35.81,53.03,87.07,12105.8
"2011-02-24",16.55,342.88,40.43,43.56,70.76,4.69,100.57,53.04,42.42,20.58,33.02,37.14,56.48,42.17,160.77,21.29,60.25,45.91,63.88,75.21,90.03,24.71,32.03,26.77,18.9,63.05,82.72,35.58,52.09,85.97,12068.5
"2011-02-25",16.68,348.16,38.54,43.53,72.3,4.7,102,54.07,42.95,20.82,33.25,37.08,57.28,42.68,162.28,21.86,59.64,46.68,64.31,74.44,90.25,24.94,32.19,26.55,18.86,62.84,83.37,35.97,51.75,85.34,12130.5
"2011-02-28",16.85,353.21,37.06,43.57,72.01,4.68,102.93,54.87,43.74,20.92,33.53,37.47,57.91,43.63,161.88,21.47,61.44,46.69,63.92,75.68,92.23,25.37,32.57,26.58,19.24,63.05,83.54,36.92,51.98,85.53,12226.3
"2011-03-01",16.23,349.31,36.7,43.15,70.12,4.57,99.86,53.22,42.99,20.25,32.95,36.76,56.45,42.91,159.97,21.39,60.7,45.6,64.91,74.89,90.46,25.12,32.46,26.16,19.14,62.74,82.08,36.02,52.07,84.8,12058
"2011-03-02",16.18,352.12,37.3,43.02,69.57,4.6,100.97,53.06,43.29,20.32,32.88,36.66,55.55,43.24,160.16,21.49,60.81,45.21,64.43,74.69,91.32,25.05,32.58,26.08,19.19,62.41,82.05,36.34,51.97,85.08,12066.8
"2011-03-03",16.63,359.56,37.51,44.3,71.71,4.68,104.25,54.55,44.07,20.75,33.03,37.55,57.29,43.2,163.48,21.79,61.05,46.08,65.57,76.24,92.81,25.44,33.1,26.2,19.77,62.55,83.85,36.36,52.01,85.82,12258.2
"2011-03-04",16.58,360,37.39,43.72,71.8,4.54,103.04,53.87,43.55,20.37,32.39,37.22,56.51,42.61,161.83,21.56,61.06,45.52,65.21,76.03,92.19,25.32,33.06,25.95,19.66,62.03,82.86,36.08,52.07,85.08,12169.9
"2011-03-07",16.25,355.36,37.1,43.71,70.88,4.52,102.13,53.26,43.02,20.38,31.7,36.87,56.19,41.98,159.93,21.21,60.4,45.19,65.22,76.29,92.4,25.38,32.83,25.72,19.61,61.71,82.28,36.01,52.02,84.72,12090
"2011-03-08",16.49,355.76,37.31,45.24,72.04,4.64,104.13,54.26,43.2,20.63,32.72,37.04,57.3,42.4,162.28,21.13,60.71,46.4,65.64,75.54,93.75,25.66,32.98,25.91,19.68,62.05,83.26,36.48,52.44,84.6,12214.4
"2011-03-09",16.3,352.47,37.11,45.05,72.09,4.65,102.36,53.71,43.12,20.63,32.25,37.67,56.71,42.05,165.86,21.2,60.4,46.56,65.62,75.78,93.17,25.81,33.29,25.89,19.66,62,82.89,36.65,52.67,84.38,12213.1
"2011-03-10",15.8,346.67,36.48,44.02,71.29,4.54,98.39,52.59,42.47,20.1,31.42,37.07,55.79,41.48,162.02,20.79,59.61,45.53,65.29,76.68,90.01,25.64,32.9,25.41,19.36,61.49,80.92,36.4,52.65,81.38,11984.6
"2011-03-11",16.03,351.99,37.35,44.28,71.64,4.57,100.02,52.9,42.93,20.36,31.93,37.14,56.27,41.73,162.43,20.87,59.69,45.74,64.81,76.73,91.61,25.05,32.73,25.68,19.47,61.49,81.28,35.85,52.59,82.12,12044.4
"2011-03-14",16.12,353.56,37.5,43.91,70.74,4.54,102.1,53.02,42.24,19.92,31.59,36.68,56.01,41.49,161.39,20.84,59.13,45.3,63.94,75.67,91.02,24.99,32.38,25.69,19.81,61.35,80.74,35.18,52.32,82.38,11993.2
"2011-03-15",16.04,345.43,36.78,43.64,69.69,4.44,100.75,52.4,41.62,19.61,32.35,36.29,55.54,40.93,159.02,20.18,58.48,44.61,63.03,75.12,89.5,24.71,31.86,25.39,19.76,60.66,79.51,34.87,52.06,81.39,11855.4
"2011-03-16",15.66,330.01,35.59,42.36,67.69,4.39,100.4,51.53,40.6,18.95,31.78,35.68,54.33,40.14,153,19.81,57.66,43.81,61.6,73.38,87.55,24.29,31.08,24.79,19.3,59.73,78.33,34.3,51.38,79.31,11613.3
"2011-03-17",16.01,334.64,35.7,43.42,68.3,4.45,103.12,52.33,40.76,19.22,31.44,35.76,55.21,41.43,154.18,19.9,58.13,44.56,62.28,73.4,88.69,24.44,31.44,24.78,19.88,60.43,79.49,35.33,51.37,81.16,11774.6
"2011-03-18",16.11,330.67,34.95,44.17,69.1,4.5,105.06,52.99,41.23,19.25,31.85,36,55.86,41.32,155.89,19.93,58.57,45.74,62.7,72.99,88.98,24.8,31.91,24.8,20.18,60.6,80.16,35.84,51.52,80.85,11858.5
"2011-03-21",16.55,339.3,37.03,44.32,71.2,4.43,107.59,53.83,41.82,19.72,31.28,36.43,57.04,41.77,157.68,20.19,58.83,45.63,63.57,73.76,90.95,25.15,32.39,25.33,19.98,61.3,81.46,36.46,51.92,82.84,12036.5
"2011-03-22",16.45,341.2,36.95,44.75,71.85,4.42,106.79,53.67,41.44,19.49,30.74,36.29,56.54,41.74,158,20.15,58.79,45.47,63.51,73.87,90.7,25.43,32.53,25.3,19.94,60.93,80.88,36.95,52,82.56,12018.6
"2011-03-23",16.95,339.19,36.55,45.02,72.72,4.4,106.76,53.46,42.24,19.53,31.16,36.62,57.1,42.07,159.53,20.29,58.72,45.6,64.27,74.53,92.14,25.61,32.63,25.54,19.92,60.91,81.86,36.98,51.64,82.6,12086
"2011-03-24",17.11,344.97,36.32,45.59,72.76,4.43,108.37,53.68,42.86,19.78,31.39,37.36,57.73,43.1,160.04,20.38,59.03,45.73,64.69,74.93,92.58,25.93,32.72,25.81,20.3,61.14,82.76,37.18,52.59,82.73,12170.6
