"","C.AA.us","C.AAPL.us","C.AIG.us","C.AXP.us","C.BA.us","C.C.us","C.CAT.us","C.DD.us","C.DIS.us","C.GE.us","C.GM.us","C.HD.us","C.HON.us","C.HPQ.us","C.IBM.us","C.INTC.us","C.JNJ.us","C.JPM.us","C.KO.us","C.MCD.us","C.MMM.us","C.MO.us","C.MRK.us","C.MSFT.us","C.PFE.us","C.PG.us","C.UTX.us","C.VZ.us","C.WMT.us","C.XOM.us","C.^DJI"
"2010-05-27",11.82,253.35,36.46,40.33,65.13,4.02,62.06,36.79,34.37,16.66,NA,34.55,43.42,46.94,126.39,21.76,59.03,40.42,51.23,67.2,81.43,20.54,33.62,26,15.37,60.95,68.11,27.58,50.7,61.46,10259
"2010-05-28",11.64,256.88,35.38,39.87,64.18,3.96,60.76,36.17,33.42,16.35,NA,33.86,42.77,46.01,125.26,21.42,58.3,39.58,51.4,66.87,79.31,20.29,33.69,25.8,15.23,61.09,67.38,27.52,50.56,60.46,10136.6
"2010-06-01",11.19,260.83,34.25,39.19,62.95,3.85,59.27,35.24,33.33,15.98,NA,33.54,41.9,45.58,124.34,21.18,58.76,38.54,51.29,66.36,78.07,20.12,33.53,25.89,14.99,61.16,66.05,27.21,50.92,59.25,10024
"2010-06-02",11.48,263.95,35.06,40.97,64.34,3.92,60.86,36.19,34.74,16.35,NA,33.87,42.93,47.27,127.41,21.81,59.73,39.55,52.41,67.77,78.74,20.38,34.36,26.46,15.2,61.74,67.46,27.59,51.72,60.77,10249.5
"2010-06-03",11.37,263.12,35.2,40.54,64.31,3.96,61.11,35.78,34.71,16.45,NA,33.43,43.26,47.48,127.96,21.9,59.77,39.1,52.75,67.85,78.34,20.59,34.29,26.86,15.23,61.8,67.85,27.64,51.72,61.56,10255.3
"2010-06-04",10.84,255.96,34.75,38.41,61.15,3.79,57.76,34.41,33.69,15.71,NA,32.15,41.07,46.05,125.28,20.95,58.01,37.62,51.27,66.7,76.1,20.02,33.17,25.79,14.76,60.8,65.14,27.21,50.4,59.53,9931.97
"2010-06-07",10.51,250.94,34.08,37.71,60.11,3.64,55.83,34.09,33.04,15.41,NA,31.55,40,45.24,124.13,20.31,58,36.72,50.8,66.75,74.74,19.82,33.31,25.29,14.52,60.62,63.22,27.08,50.74,59.3,9816.49
"2010-06-08",10.76,249.33,34.31,38.43,61.02,3.72,56.61,35.49,33.15,15.48,NA,31.81,40.43,45.88,123.72,20.18,58.64,37.78,51.56,68.38,74.92,20.2,33.81,25.11,14.55,62.14,64.21,27.68,50.78,61.24,9939.98
"2010-06-09",10.8,243.2,34.22,38.11,61.71,3.87,56.81,35.58,32.94,15.32,NA,31.76,40.01,45.41,123.9,19.93,58.17,37.12,51.35,68.26,74.79,20.05,33.71,24.79,14.52,61.47,63.42,27.78,50.99,60.03,9899.25
"2010-06-10",11.25,250.51,35.3,40.03,63.89,3.9,59.95,36.99,34.11,15.68,NA,32.72,41.26,46.5,127.68,20.55,58.5,38.29,52.45,69.37,77.43,20.32,34.65,25,14.91,61.91,65.49,28.34,51.22,61.89,10172.5
"2010-06-11",11.36,253.51,35.08,40.13,65.38,3.88,60.23,37.61,34.24,15.56,NA,32.22,41.32,47.19,128.45,20.64,58.46,38.09,51.65,69.54,78.3,20.08,34.86,25.66,15.46,61.01,66.23,28.56,50.86,61.86,10211.1
"2010-06-14",11.34,254.28,37.09,39.89,64.82,3.88,61,36.86,33.93,15.39,NA,32.06,41.53,46.88,128.5,20.89,58.42,37.33,51.51,69.3,78.14,19.57,35.02,25.5,15.33,61.25,66.9,28.63,51.24,61.37,10190.9
"2010-06-15",11.59,259.69,37.88,41.59,67.48,3.99,63.46,37.86,34.99,15.79,NA,32.26,43.04,47.98,129.79,21.48,59.14,38.25,52.18,70.4,79.77,19.91,36.02,26.58,15.52,61.91,68.6,29.11,51.64,62.51,10404.8
"2010-06-16",11.41,267.25,37.87,42.34,67.03,3.99,64.39,37.76,34.79,15.85,NA,32.14,42.75,48.01,130.35,21.49,59.24,38.52,52.4,70.29,80.88,19.83,36.01,26.32,15.48,61.19,68.59,29.18,50.98,62.51,10409.5
"2010-06-17",11.18,271.87,37.77,42.06,67.26,3.96,64.95,37.8,35.07,15.91,NA,31.91,42.65,48.24,130.98,21.52,59.18,38.44,52.36,70.05,81.03,19.99,35.86,26.37,15.47,61.76,68.56,29.09,51.41,62.6,10434.2
"2010-06-18",11.11,274.07,37.91,42.03,67.96,4.01,65.85,38.36,35.15,15.95,NA,31.94,42.92,47.98,130.15,21.4,59.18,39.18,52.31,69.88,81.18,20.02,35.67,26.44,15.21,61.3,69.18,29.13,51.55,63.1,10450.6
"2010-06-21",11.72,270.17,38.76,42.6,67.97,4.02,66.07,38.31,35.06,16.1,NA,31.43,42.93,47.51,130.65,21.19,59.13,38.87,52.48,69.92,81.47,20.06,35.12,25.95,15.1,61.1,69.37,29.06,51.02,63.13,10442.4
"2010-06-22",11.29,273.85,38.27,41.94,66.28,3.94,64.11,37.45,34.35,15.79,NA,30.61,42.2,46.77,129.3,20.98,59.16,38.33,52.46,68.64,80.03,19.85,35.13,25.77,14.97,60.72,67.99,29.06,50.68,61.94,10293.5
"2010-06-23",11.43,270.97,37.81,42.17,67.45,3.89,64.33,37.26,34.34,15.39,NA,30.5,41.84,46.89,130.11,20.81,59.24,38.89,52.24,68.63,80.12,19.77,35.42,25.31,14.88,61.38,67.99,29.33,50.81,61.1,10298.4
"2010-06-24",11.11,269,36.77,41.06,67.43,3.78,63.37,36.52,33.6,15.08,NA,29.67,41,45.89,128.19,20.32,59.6,38.03,51.8,67.73,78.18,19.62,35.61,25,14.46,60.87,67.35,28.96,50.03,60.07,10152.8
"2010-06-25",11.23,266.7,36.95,42.67,68.77,3.94,64.71,36.66,33.48,14.91,NA,30.2,41.6,45.92,127.12,20.03,58.7,39.44,50.26,67.42,78.9,19.7,35.93,24.53,14.64,59.79,67.86,28.55,48.8,59.1,10143.8
"2010-06-28",11.03,268.3,36.38,42.11,67.3,4,64.4,36.23,33.22,15,NA,29.59,41.2,46.07,128.98,20.36,59.45,38.54,51.08,67.33,78.98,20.34,35.94,24.31,14.54,60.62,67.11,28.71,49.57,58.47,10138.5
"2010-06-29",10.34,256.17,34.52,40.09,63.04,3.73,60.85,35.24,32.3,14.48,NA,28.63,39.33,44.3,125.09,19.79,59.24,37.06,50.33,66.46,78.49,19.96,35.43,23.31,14.28,60.32,64.97,28.62,48.9,57.29,9870.3
"2010-06-30",10.06,251.53,34.44,39.7,62.75,3.76,60.07,34.59,31.5,14.42,NA,28.07,39.03,43.28,123.48,19.45,59.06,36.61,50.12,65.87,78.99,20.04,34.97,23.01,14.26,59.98,64.91,28.02,48.07,57.07,9774.02
"2010-07-01",10.05,248.48,33.88,39.48,62.26,3.78,59.97,34.49,31.49,14.12,NA,27.92,38.55,42.89,122.57,19.25,59.07,36.08,50.03,66.71,78.55,20.24,34.44,23.16,14.23,59.54,64.39,28.13,48.34,56.61,9732.53
"2010-07-02",10,246.94,33.1,39.42,61.94,3.79,59.18,34.06,31.38,13.88,NA,27.76,38.53,42.81,121.86,19.2,59.08,35.83,50.05,66.14,77.67,20.31,34.22,23.27,14.14,59.38,64.29,26.81,48,56.57,9686.48
"2010-07-06",10.21,248.63,33.71,39.21,61.36,3.79,59.81,34.05,31.72,13.97,NA,27.34,38.71,43.17,123.46,19.48,59.08,36.33,50.43,66.11,78.14,20.54,34.65,23.82,14.29,59.34,64.59,26.61,48.57,57.46,9743.62
"2010-07-07",10.55,258.67,35.34,41.15,63.3,3.9,62.18,35.25,33.14,14.62,NA,28.01,40.19,44.96,127,20.14,60.61,38.15,51.47,67.31,80.52,20.89,35.43,24.3,14.62,60.82,66.55,26.52,48.92,58.43,10018.3
"2010-07-08",10.72,258.09,35.51,42.12,64.73,3.97,63.17,36.29,33.34,14.83,NA,28.15,40.73,45.48,127.97,20.1,61.38,38.16,52.42,69.02,81.22,21.32,35.86,24.41,14.82,61.95,67.23,26.78,49.18,58.81,10139
"2010-07-09",10.94,259.62,35.9,42.58,64.66,4.04,64.72,36.9,33.75,14.95,NA,28.26,41.27,45.25,127.96,20.24,60.54,38.85,52.4,69.22,82.16,21.3,36.3,24.27,14.77,61.75,67.51,26.65,49.43,58.78,10198
"2010-07-12",10.87,257.29,35.57,42.83,64.34,4.11,64.28,36.52,33.77,14.93,NA,28.31,40.82,45.68,128.67,20.57,60.21,39.19,52.45,69.94,82.26,21.3,36.09,24.83,14.93,62.09,66.68,26.49,50.12,58.94,10216.3
"2010-07-13",11,251.8,37.99,44.17,64.43,4.3,66.79,37.31,34.45,15.21,NA,28.64,41.85,46.77,130.48,21.01,60.5,40.48,52.72,70.84,83.55,21.34,36.45,25.13,14.79,62.39,67.76,26.89,50.54,59.42,10363
"2010-07-14",10.91,252.73,37.53,43.7,64.75,4.21,66.7,37.09,34.24,15.2,NA,28.28,41.69,47.34,130.72,21.36,60.62,40.35,52.82,70.9,83.05,21.35,36.2,25.44,14.84,62.66,68.01,26.84,50.35,59.26,10366.7
"2010-07-15",10.84,251.45,37.38,43.43,64.37,4.16,66.51,37.17,34.05,15.25,NA,28.34,41.79,47.42,130.72,21.51,60.26,40.46,52.85,71.33,83.06,21.46,36.49,25.51,14.87,62.73,68.15,26.8,50.41,59.27,10359.3
"2010-07-16",10.41,249.9,35.64,41.38,61.9,3.9,63.94,35.98,33.03,14.55,NA,27.11,40.19,46.2,128.03,21.02,59.44,39,52.37,69.94,80.95,21.26,35.91,24.89,14.56,61.99,66.03,26.69,49.67,57.96,10097.9
"2010-07-19",10.58,245.58,35.39,41.58,63.18,3.98,64.8,36.05,33.31,14.62,NA,27.07,40.35,46.68,129.79,21.59,59.57,39.04,52.27,69.91,81.22,21.38,35.8,25.23,14.73,61.86,66.39,26.72,49.52,58.43,10154.4
"2010-07-20",10.85,251.89,36.31,42.06,63.88,3.99,66.43,36.81,33.4,14.94,NA,27.93,41.2,46.61,126.55,21.65,58.58,39.63,53.24,70.87,82.19,21.52,35.66,25.48,14.55,62.07,67.54,26.67,50.88,58.95,10230
"2010-07-21",10.59,254.24,35.31,41.15,63.18,3.94,66.87,36.56,32.81,14.84,NA,27.47,41.13,45.48,125.27,21.26,57.12,38.42,54.08,70.11,82.3,21.41,35.19,25.12,14.5,61.11,67.03,26.52,50.35,58.17,10120.5
"2010-07-22",10.82,259.02,36.49,43.19,66.6,4.09,68,37.73,33.59,15.21,NA,28.22,42.66,46.07,127.47,21.78,57.02,39.35,54.26,71.4,84.75,21.85,35.18,25.84,14.81,61.37,69.53,27,50.86,59.38,10322.3
"2010-07-23",11.05,259.94,36.77,44.79,67.93,4.02,69.31,38.34,34.13,15.71,NA,28.25,43.5,46.15,128.38,21.69,57.63,39.83,54.75,69.9,86.17,22.12,34.87,25.81,14.58,61.91,70.9,28.02,51.67,59.72,10424.6
"2010-07-26",11.23,259.28,38.7,45.43,68.85,4.15,69.99,38.99,34.4,16.14,NA,28.99,43.89,46.57,128.41,21.71,57.74,40.33,54.94,70.87,87.32,21.99,35.27,26.1,15.02,62.52,71.59,28.28,51.13,60.39,10525.4
"2010-07-27",11.21,264.08,39.15,44.55,68.62,4.16,69.18,40.38,34.28,16.18,NA,28.58,43.43,47.57,128.63,21.58,58.1,40.69,55.05,70.4,86.8,22.05,35.18,26.16,15.27,63.08,71.09,28.59,50.96,60.81,10537.7
"2010-07-28",11.04,260.96,39.03,44.58,67.32,4.09,69.72,40.27,34.04,16.05,NA,28.08,43.24,47.13,128.43,21.33,57.83,40.32,54.88,69.77,86.69,22.07,34.74,25.95,15,62.7,71.11,28.91,51.13,60.91,10497.9
"2010-07-29",11.02,258.11,38.97,44.56,67.22,4.12,69.4,40.51,33.71,16.15,NA,28.05,42.72,46.41,128.02,21.03,57.83,40.21,54.99,69.38,86.34,22.02,35.06,26.03,15.09,61.67,71.15,28.88,51.06,60.34,10467.2
"2010-07-30",11.17,257.25,38.47,44.64,68.14,4.1,69.75,40.67,33.69,16.12,NA,28.51,42.86,46.04,128.4,20.6,58.09,40.28,55.11,69.73,85.54,22.16,34.46,25.81,15,61.16,71.1,29.06,51.19,59.68,10465.9
"2010-08-02",11.71,261.85,40.04,44.99,69.69,4.19,71.05,41.62,34.48,16.41,NA,29.12,43.73,47.56,130.76,21.15,58.72,41.64,56.41,70.25,87.41,22.25,35.07,26.33,15.48,62.06,72.61,29.56,51.41,61.94,10674.4
"2010-08-03",11.56,261.93,39.59,44.6,69.54,4.13,70.37,41.43,34.21,16.4,NA,28.45,43.14,47.36,130.37,20.87,59.35,41.08,56.38,70.45,87.21,22.12,34.82,26.16,16.34,59.94,72.03,29.54,51.29,62.72,10636.4
"2010-08-04",11.52,262.98,40.02,44.11,69.25,4.14,71.12,42.41,34.83,16.48,NA,28.72,43.98,46.77,131.27,20.73,59.74,41.29,56.55,70.69,88,22.35,35.19,25.73,16.44,59.55,72.67,29.4,51.6,62.72,10680.4
"2010-08-05",11.58,261.7,39.9,43.22,68.71,4.1,71.96,42.48,34.98,16.52,NA,28.71,44.12,46.35,131.83,20.67,59.76,41.27,56.37,70.45,87.72,22.34,35.07,25.37,16.19,59.86,73.2,29.55,51.62,62.71,10675
"2010-08-06",11.59,260.09,40.93,43.5,68.7,4.06,71.56,42.13,35,16.45,NA,28.68,43.77,41.85,130.14,20.65,59.96,40.44,56.75,71.74,87.29,22.54,34.98,25.55,16.24,60.02,72.73,29.55,51.79,61.97,10653.6
"2010-08-09",11.66,261.75,41.64,43.75,68.99,4.08,72.07,42.41,35.16,16.38,NA,28.7,43.89,42.6,132,20.65,60.05,39.82,57.11,72.92,88.03,22.59,35.36,25.61,16.42,60.38,73.35,29.86,52.06,62.45,10698.8
"2010-08-10",11.35,259.41,40.19,44.09,68.62,4,71.42,42.17,35.29,16.25,NA,28.24,43.42,42.33,131.84,19.82,59.43,39.17,56.98,72.84,87.11,22.63,35.77,25.07,16.57,60.78,73.39,30.02,52.22,61.93,10644.2
"2010-08-11",10.66,250.19,37.84,42.96,65.6,3.85,68.71,40.5,34.22,15.7,NA,27.71,41.81,40.77,129.83,19.43,58.5,37.77,56.04,71.57,84.1,22.44,34.89,24.86,16,60.27,71.27,29.56,51.02,60.39,10378.8
"2010-08-12",10.73,251.79,37.1,42.15,64.7,3.87,67.5,40.77,33.99,15.5,NA,27.61,41.29,40.14,128.3,19.45,58.52,37.81,55.69,72.06,84.01,22.45,35.04,24.49,16.2,59.99,70.58,30.32,50.43,60.23,10320
"2010-08-13",10.64,249.1,36.67,41.73,64.84,3.88,68.01,40.32,33.68,15.38,NA,27.31,41.32,40.45,127.87,19.15,58.15,37.5,55.73,71.89,84.01,22.35,35,24.4,16.08,59.82,70.7,30.03,50.4,59.91,10303.2
"2010-08-16",10.6,247.64,35.96,41.54,64.4,3.87,68.49,40.39,33.66,15.46,NA,27.38,41.18,40.55,127.77,19.47,58.01,37.69,55.88,71.79,83.43,22.6,34.97,24.5,16.03,59.77,70.35,29.96,50.41,59.88,10302
"2010-08-17",10.95,251.97,36.42,41.74,65.99,3.85,69.74,41.42,33.76,15.58,NA,28.31,42.39,40.82,128.45,19.53,59.22,37.48,56.12,73.22,84.09,22.92,35.54,24.71,16.27,60.29,70.51,30.17,51.02,60.82,10405.8
"2010-08-18",10.93,253.07,36.83,41.69,66,3.86,69.75,41.42,33.91,15.7,NA,28.86,42.16,41.36,129.39,19.59,59.35,37.89,55.84,73.25,83.61,22.93,35.37,24.82,16.1,60.75,69.93,30.15,50.86,60.15,10415.5
"2010-08-19",10.66,249.88,35.55,40.96,64.62,3.79,69.29,40.59,33.19,15.25,NA,28.22,40.77,40.76,128.9,18.9,58.72,37.07,55.28,72.97,81.81,22.76,34.71,24.44,16.03,60.19,68.51,29.62,50.06,59.29,10271.2
"2010-08-20",10.57,249.64,35.17,40.76,64.6,3.75,68.86,40.34,33.05,15.03,NA,28.17,40.64,39.85,127.5,18.91,58.74,37.14,55.3,73.08,80.66,22.71,34.44,24.23,15.92,59.98,68.12,29.37,50.22,58.89,10213.6
"2010-08-23",10.37,245.8,35.04,40.2,63.3,3.75,66.84,40.37,32.93,14.89,NA,27.83,40.16,39.04,126.47,18.7,58.87,36.88,55.6,73.34,81.08,22.73,34.97,24.28,16.1,60.03,67.22,29.41,51.14,59.5,10174.4
"2010-08-24",10.06,239.93,34.27,39.57,60.93,3.71,65.04,39.59,32.14,14.57,NA,27.78,39.34,38.39,124.9,18.41,58.01,36.21,55.66,72.72,80.45,22.79,34.44,24.04,15.82,59.66,65.66,29.47,51.3,58.94,10040.5
"2010-08-25",10.11,242.89,34.4,39.8,60.76,3.68,64.7,39.71,32.11,14.57,NA,28.33,38.82,38.24,125.27,18.48,57.98,36.23,55.39,73.19,80.75,22.85,34.54,24.1,15.99,59.67,65.26,29.66,51.55,58.91,10060.1
"2010-08-26",10.01,240.28,33.99,39.73,61.32,3.66,63.95,39.49,31.94,14.5,NA,28.38,38.7,38.22,122.78,18.18,57.8,35.63,55.16,73.16,79.78,22.61,34.48,23.82,15.9,59.54,65.05,29.5,50.97,58.48,9985.81
"2010-08-27",10.32,241.62,35.2,40.91,63.16,3.76,65.9,41.01,32.78,14.71,NA,28.74,39.65,38,124.73,18.37,57.6,36.6,56.16,73.99,81,22.54,35,23.93,16.09,59.8,66.57,29.84,51,59.8,10150.7
"2010-08-30",10.25,242.5,34,39.89,62.1,3.67,64.47,40.32,32.35,14.52,NA,27.99,38.86,38.56,123.4,17.96,57.3,35.85,55.55,72.74,79.65,22.52,34.73,23.64,15.86,59.37,65.39,29.44,50.55,59,10009.7
"2010-08-31",10.22,243.1,33.93,39.87,61.13,3.71,65.16,40.77,32.54,14.48,NA,27.82,39.06,38.45,123.13,17.67,57.02,36.36,55.88,73.06,78.55,22.32,35.16,23.47,15.91,59.67,65.21,29.53,50.14,59.11,10014.7
"2010-09-01",10.52,250.33,35.66,41.07,62.29,3.85,68.16,42,33.51,15.01,NA,28.67,40.88,39.21,125.77,18.14,58.29,37.74,57.31,74.54,81.01,22.66,35.62,23.9,16.28,59.8,67.37,30.26,51.2,60.91,10269.5
"2010-09-02",10.83,252.17,35.92,40.88,63.39,3.88,68.54,42.09,33.91,15.15,NA,29.41,42.01,39.68,125.04,18.28,58.61,38.16,57.38,75.02,81.87,22.79,35.35,23.94,16.4,60.07,67.44,30.11,51.76,61.06,10320.1
"2010-09-03",10.88,258.77,36.7,41.8,64.64,3.91,70.08,42.51,34.67,15.39,NA,29.85,42.82,40.34,127.58,18.43,58.93,39.17,57.56,75.09,83.48,22.91,35.59,24.29,16.46,60.29,68.26,30.2,52.04,61.32,10447.9
"2010-09-07",10.86,257.81,35.57,40.09,63.42,3.83,69.7,42,33.84,15.44,NA,29.33,41.93,39.92,125.95,18.12,58.7,38.28,57.63,75.8,82.14,23.11,35.46,23.96,16.33,60.14,67.98,30.22,51.86,60.55,10340.7
"2010-09-08",11.07,262.92,36.28,40.07,64.5,3.84,70.74,42.39,33.84,15.7,NA,29.45,42.19,38.81,126.08,17.9,58.85,39.12,57.83,76.08,82.75,23.45,35.81,23.93,16.56,60.37,68.47,30.46,51.83,60.75,10387
"2010-09-09",11.23,263.07,36.29,40.69,63.44,3.91,70.64,42.18,34.08,15.91,NA,29.41,41.97,38.82,126.36,18,59.82,40.1,58.29,74.37,82.96,23.63,36.08,24.01,16.77,60.29,68.62,30.84,51.91,61.05,10415.2
"2010-09-10",11.17,263.41,36.35,40.19,63.84,3.91,71.26,42.29,34.15,15.98,NA,29.68,42.81,38.28,127.99,17.97,59.98,39.76,58.52,75.01,83.94,23.84,36.65,23.85,16.99,60.4,68.89,30.82,51.97,61.2,10462.8
"2010-09-13",11.52,267.04,36.92,41.22,64.19,3.99,72.24,42.8,34.27,16.25,NA,29.99,43.3,38.28,129.61,18.56,60.32,41.12,58.03,74.57,84.86,23.47,36.22,25.11,16.97,60.48,68.79,30.9,52.21,61,10544.1
"2010-09-14",11.49,268.06,36.13,40.38,62.76,3.94,71.83,42.67,34.05,16.16,NA,29.97,43.54,39.29,128.85,18.74,60.58,40.72,57.59,73.94,84.63,23.51,36.52,25.03,17.08,60.64,68.72,30.91,52.66,61.01,10526.5
"2010-09-15",11.43,270.22,36.16,40.85,62.73,3.92,72.13,42.93,34.21,16.34,NA,29.94,43.57,39.62,129.43,18.72,61.05,40.98,57.42,74.71,84.58,23.68,36.51,25.12,17.27,61.11,68.27,31.19,52.86,61,10572.7
"2010-09-16",11.26,276.57,35.71,40.96,62.58,3.97,72,43.38,34.17,16.23,NA,29.95,43.73,40.35,129.67,18.97,61.29,40.99,57.51,74.8,84.95,23.47,36.43,25.33,17.17,61.11,68.53,31.42,53.15,60.97,10594.8
"2010-09-17",11.17,275.37,35.64,41.37,62.95,3.95,73.18,43.95,34.56,16.29,NA,29.89,43.82,39.14,130.19,18.81,61.57,40.06,57.56,74.32,86.07,23.5,36.33,25.22,17.06,60.97,69.53,31.68,53.01,60.78,10607.8
"2010-09-20",11.38,283.23,36.6,43.12,63.72,3.99,74.75,44.61,34.9,16.55,NA,30.65,44.31,39.39,131.79,18.93,62.09,41.19,57.97,75.11,87.41,23.71,36.54,25.43,17.28,61.43,70.37,32.09,53.54,61.55,10753.6
"2010-09-21",11.17,283.77,36.61,42.78,64.23,3.94,76.39,44.83,34.5,16.52,NA,30.91,44.31,39.92,131.98,19.14,61.94,40.59,58.11,75.51,86.55,23.86,36.72,25.15,17.14,61.52,70.6,32.32,53.57,61.54,10761
"2010-09-22",11.7,287.75,35.67,42.79,63.9,3.88,76.18,44.62,33.99,16.5,NA,30.88,43.68,39.55,132.57,19.01,61.97,39.94,58.23,75.13,86.63,23.87,36.96,24.61,17.22,61.79,70.58,32.39,53.82,61.45,10739.3
"2010-09-23",11.74,288.92,35.07,42.36,62.65,3.8,76.26,44.42,33.12,16.14,NA,30.84,43.23,40.15,131.67,18.98,61.81,39.1,57.87,74.64,85.53,23.6,36.66,24.43,17.04,61.22,69.8,32.17,53.65,61.15,10662.4
"2010-09-24",12.2,292.32,36.47,43.13,64.6,3.9,79.73,45.58,33.58,16.66,NA,31.64,44.46,40.98,134.11,19.42,62.14,39.75,58.62,75.1,86.96,24,37.34,24.78,17.4,61.64,71.5,32.64,54.08,61.75,10860.3
"2010-09-27",12.07,291.16,37.13,43.44,63.89,3.87,79.54,45.3,33.29,16.43,NA,31.6,43.84,41.26,134.65,19.24,62.03,39.08,58.6,74.76,86.19,24.01,37.13,24.73,17.17,61.04,70.91,32.86,53.48,61.71,10812
"2010-09-28",12.22,286.86,37.32,43.69,64.52,3.88,79.67,45.67,33.22,16.44,NA,31.81,44.19,41.62,134.89,19.51,62.43,38.95,59.1,74.63,87.04,24.2,37.25,24.68,17.43,60.62,71.6,32.72,53.82,62.06,10858.1
"2010-09-29",12.08,287.37,37.45,43.01,65.97,3.92,79.99,44.53,33.01,16.36,NA,31.81,44.04,42.53,135.48,19.24,62.31,38.41,58.76,74.45,87.17,24.25,37.12,24.5,17.4,60.25,71.49,32.66,53.35,61.59,10835.3
"2010-09-30",12.11,283.75,39.1,42.03,66.54,3.91,78.68,44.62,33.1,16.25,NA,31.68,43.94,42.07,134.14,19.2,61.96,38.06,58.52,74.51,86.71,24.02,36.81,24.49,17.17,59.97,71.23,32.59,53.52,61.79,10788
"2010-10-01",12.23,282.52,38.86,41.78,66.83,4.09,78.22,44.85,33.34,16.36,NA,31.82,44.15,40.77,135.64,19.32,61.75,38.81,59.12,74.92,87.62,23.78,36.6,24.38,17.18,60.16,71.13,32.89,53.36,62.54,10829.7
"2010-10-04",11.92,278.64,39.28,39.05,66.33,4.03,77.27,44.42,33.14,16.1,NA,31.67,43.61,40.64,135.25,18.87,61.67,38.95,58.88,74.95,86.7,23.83,36.52,23.91,16.9,59.96,70.53,33.03,53.57,62.19,10751.3
"2010-10-05",12.14,288.94,39.94,38.28,68.6,4.13,79.4,45.77,33.83,16.51,NA,31.74,45.01,40.81,137.66,19.15,62.8,39.64,59.66,75.82,88.86,24.25,37.02,24.35,17.23,60.82,72.51,33.57,54,63.26,10944.7
"2010-10-06",12.37,289.19,40.74,38.02,68.58,4.1,79.08,45.87,33.72,16.9,NA,31.74,45.72,40.74,137.84,19.31,63.21,39.9,59.8,75.56,89.89,24.43,37.01,24.43,17.26,60.87,72.87,33.36,54.56,63.94,10967.7
"2010-10-07",12.2,289.22,40.47,37.82,68.46,4.18,78.74,46.23,33.91,17.05,NA,31.74,45.48,40.81,138.72,19.4,63.22,39.52,59.44,75.86,88.9,24.57,36.71,24.53,17.38,60.8,72.78,32.93,54.36,63.85,10948.6
"2010-10-08",12.89,294.07,40.91,37.99,69.23,4.19,80.37,46.66,34.51,17.12,NA,31.89,45.75,41.15,138.85,19.52,63.23,39.31,59.41,76.1,89.16,24.51,36.91,24.57,17.46,61.86,72.91,32.83,54.41,64.38,11006.5
"2010-10-11",12.93,295.36,41.04,37.94,69.99,4.18,79.98,46.09,34.57,16.96,NA,31.79,45.61,41.2,139.66,19.56,63.3,39.73,59.56,75.59,88.25,24.35,36.86,24.59,17.38,62.14,72.93,33.03,54.61,64.55,11010.3
"2010-10-12",13.2,298.54,41.78,38.54,70.22,4.24,79.34,46.29,34.48,17.19,NA,31.41,45.55,41.35,139.85,19.77,63.29,40.4,59.6,75.58,88.15,24.54,36.64,24.83,17.48,62.02,72.98,32.54,53.92,64.7,11020.4
"2010-10-13",13.37,300.14,42.71,39.26,71.47,4.25,80.29,46.88,34.91,17.28,NA,31,46.41,42.21,140.37,19.24,63.58,39.84,59.94,75.75,89.14,24.62,37.16,25.34,17.73,62.63,74.18,32.21,53.82,65.04,11096.1
"2010-10-14",13.13,302.31,41.94,39.44,71.36,4.06,79.91,46.49,34.85,17.16,NA,30.81,46.17,42.13,141.5,19.32,63.74,38.72,59.91,77.04,89.07,24.8,37.15,25.23,17.66,62.8,74.15,32.44,53.25,65.3,11094.6
"2010-10-15",13.13,314.74,41.47,39.09,70.11,3.95,79.75,46.67,34.88,16.3,NA,30.7,46.49,42.82,141.06,19.32,63.57,37.15,59.94,77.48,89.14,24.88,36.95,25.54,17.75,62.76,74.1,32.43,53.35,65.19,11062.8
"2010-10-18",13.14,318,42.26,39.55,70.23,4.17,80.24,47.11,34.75,16.25,NA,30.53,47,43.32,142.83,19.19,63.86,38.2,60,77.32,89.66,24.9,37.23,25.82,17.8,63.35,74.56,32.59,53.76,66.28,11143.7
"2010-10-19",12.67,309.49,41.01,39.31,69.05,4.06,78.55,45.98,34.24,16.07,NA,30.41,46.16,42.83,138.03,19.21,63.29,37.69,60.34,76.99,88.55,24.75,36.52,25.1,17.39,63.18,73.61,32.16,53.32,65.12,10978.6
"2010-10-20",12.95,310.53,41.61,39.73,71.36,4.11,80.32,47.08,34.62,16.05,NA,30.73,46.41,42.82,139.07,19.64,63.6,38.1,61.15,77.41,89.47,24.92,36.99,25.31,17.66,63.37,73.92,32.64,53.47,66.01,11108
"2010-10-21",12.78,309.52,41.28,40.27,71.5,4.07,78.89,47.13,34.68,16.1,NA,31.81,46.67,42.4,139.83,19.76,63.99,37.7,61.47,78.44,90.55,24.95,37.1,25.42,17.63,63.51,74.97,32.52,54.03,66.32,11146.6
"2010-10-22",12.72,307.47,41.56,39.03,71.26,4.11,78.33,46.83,34.97,16.06,NA,31.48,47.26,42.87,139.67,19.84,63.81,37.7,61.61,78.55,90.44,24.92,37.1,25.38,17.5,63.4,74.94,32.09,54.06,66.34,11132.6
"2010-10-25",12.88,308.84,41.1,39.3,71.66,4.21,79.05,47.7,35.46,16.06,NA,31.4,47.53,42.88,139.84,19.87,63.98,37.07,61.01,78.7,90.9,25.06,37.42,25.19,17.62,63.54,75.01,32.35,53.95,66.2,11164
